level_0,index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Strategy_LAG1
2903,10960,WSLS,56752526,21,567526,Absent,17,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,13,0,0,3,0,0,0,8,0,0,0,0,5,10,0,1,0,0,0,0,0,15,0,0,6,0,0,0,0,18.0,14,Unicorn_Absent,-1,-1.0,,79.0,0.9125,14,0.25,14,0.0,0.0,0.2920673076923077,1.0,0.023714766002371646,0.80625,0.3541666666666667,0.0,31.0,0.005537830714382473,
2904,10964,WSLS,56752526,23,567526,Absent,32,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,31,17,0,24,0,0,8,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,25,0,0,21,0,14,6,23,0,1,0,0,0,18,27,2,0,0,0,0,15,7,4,0,13,0,0,0,0,20,22,10,0,0,0,9,7.0,25,Unicorn_Absent,-1,-1.0,,86.0,0.84375,25,0.21875,25,0.0,0.0,0.2920673076923077,1.0,0.010228516799093708,0.9125,0.25,0.0,14.0,0.023714766002371646,
2905,10974,WSLS,56752526,28,567526,Absent,48,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,26,2,0,0,27,47,0,0,16,0,6,0,0,0,22,5,4,30,43,0,34,7,3,23,18,0,1,14,35,0,0,24,0,15,0,44,10,28,0,0,0,0,0,0,0,20,31,9,12,0,0,25,0,0,37,0,38,0,0,0,40,29,-1.0,33,Unicorn_Absent,-1,-1.0,,85.0,0.79375,33,0.3181818181818182,33,0.0,0.0,0.2920673076923077,1.0,0.005537830714382473,0.84375,0.21875,0.0,25.0,0.010228516799093708,
2906,10980,WSLS,56752526,31,567526,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,117.0,1.0,0,0.0,0,0.484375,0.0,0.2920673076923077,1.0,1.0,0.79375,0.3181818181818182,0.0,33.0,0.005537830714382473,
2907,10982,WSLS,56752526,32,567526,Absent,22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,5,0,11,3,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,14,7,2,0,13,9,0,0,0,0,0,0,8,16,0,0,18,0,0,0,6,0,20,0,0,21,0,22,15,1,0,32.0,0,Unicorn_Absent,-1,-1.0,,149.0,1.0,21,0.0,21,0.484375,0.328125,0.2920673076923077,0.671875,0.010228516799093708,1.0,0.0,0.484375,0.0,1.0,
2908,10988,WSLS,56752526,35,567526,Absent,57,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,23,0,0,0,50,34,0,48,32,13,6,0,31,12,10,0,8,46,0,35,3,0,0,9,39,0,36,16,0,0,0,29,0,7,45,0,25,2,0,22,4,0,5,55,0,33,0,0,0,28,43,0,14,0,1,0,18,17,24,26,0,0,15,0,32.0,0,Unicorn_Absent,-1,-1.0,,181.0,1.0,37,0.23404255319148937,37,0.203125,0.578125,0.2920673076923077,0.421875,0.005537830714382473,1.0,0.0,0.484375,0.0,0.010228516799093708,
2909,10992,WSLS,56752526,37,567526,Absent,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,213.0,1.0,6,0.023809523809523808,6,0.203125,0.09375,0.2920673076923077,0.90625,0.08633762966036206,1.0,0.23404255319148937,0.203125,0.0,0.005537830714382473,
2910,10996,WSLS,56752526,39,567526,Absent,47,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,2,27,0,0,31,0,0,0,0,0,14,0,0,15,0,33,10,21,0,24,13,41,19,43,5,0,22,0,11,0,0,25,0,34,0,0,0,40,30,0,17,0,1,0,20,0,6,46,44,12,42,39,0,0,0,0,26,4,9,37,0,7,0,3,-3.0,35,Unicorn_Absent,-1,-1.0,,210.0,0.78125,35,0.0,35,0.896551724137931,0.0,0.2920673076923077,1.0,0.004584084770106734,1.0,0.023809523809523808,0.203125,0.0,0.08633762966036206,
2911,11004,WSLS,56752526,43,567526,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-32.0,64,Unicorn_Absent,-1,-1.0,,178.0,0.6,64,0.546875,64,0.896551724137931,0.0,0.2920673076923077,1.0,1.0,0.78125,0.0,0.896551724137931,35.0,0.004584084770106734,
2912,11012,WSLS,56752526,47,567526,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-1.0,33,Unicorn_Absent,-1,-1.0,,177.0,0.79375,64,1.0,64,0.8717948717948718,0.484375,0.2920673076923077,0.515625,1.0,0.6,0.546875,0.896551724137931,64.0,1.0,
2913,11016,WSLS,56752526,49,567526,Absent,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,2,3,12,0,8,0,19,0,0,0,21,14,13,0,0,0,0,0,0,9,22,0,16,0,7,0,0,0,0,10,0,0,0,0,0,4,18,0,6,0,0,0,0,0,15,0,12.0,20,Unicorn_Absent,-1,-1.0,,189.0,0.875,20,0.3125,64,0.8717948717948718,0.6875,0.2920673076923077,0.3125,0.01142289099346694,0.79375,1.0,0.8717948717948718,33.0,1.0,
2914,11026,WSLS,56752526,54,567526,Absent,14,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,3,0,9,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,20.0,12,Unicorn_Absent,-1,-1.0,,209.0,0.925,12,0.10344827586206896,64,0.0,0.8125,0.2920673076923077,0.1875,0.03130111324493289,0.875,0.3125,0.8717948717948718,20.0,0.01142289099346694,
2915,11028,WSLS,56752526,55,567526,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0.0,32,Unicorn_Absent,-1,-1.0,,209.0,0.8,32,0.1282051282051282,64,0.0,0.5,0.2920673076923077,0.5,1.0,0.925,0.10344827586206896,0.0,12.0,0.03130111324493289,
2916,11036,WSLS,56752526,59,567526,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0.0,32,Unicorn_Absent,-1,-1.0,,209.0,0.8,32,1.0,64,1.0,0.5,0.2920673076923077,0.5,1.0,0.8,0.1282051282051282,0.0,32.0,1.0,
2917,11038,WSLS,56752526,60,567526,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,Unicorn_Absent,-1,-1.0,,209.0,0.8,32,0.0,64,1.0,0.5,0.2920673076923077,0.5,1.0,0.8,1.0,1.0,32.0,1.0,
2918,9848,WSLS,57077412,5,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,32.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,,,,,,
2919,9850,WSLS,57077412,6,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,64.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2920,9858,WSLS,57077412,10,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,96.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2921,9860,WSLS,57077412,11,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,128.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2922,9864,WSLS,57077412,13,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,160.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2923,9866,WSLS,57077412,14,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,192.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2924,9868,WSLS,57077412,15,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,224.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2925,9870,WSLS,57077412,16,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,256.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2926,9874,WSLS,57077412,18,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,288.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2927,9876,WSLS,57077412,19,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,320.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2928,9880,WSLS,57077412,21,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,352.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2929,9884,WSLS,57077412,23,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,384.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2930,9888,WSLS,57077412,25,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,416.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2931,9890,WSLS,57077412,26,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,448.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2932,9894,WSLS,57077412,28,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,480.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2933,9896,WSLS,57077412,29,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,512.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2934,9902,WSLS,57077412,32,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,544.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2935,9910,WSLS,57077412,36,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,576.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2936,9912,WSLS,57077412,37,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,608.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2937,9918,WSLS,57077412,40,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,640.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
2938,9924,WSLS,57077412,43,570783,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,672.0,1.0,64,1.0,64,0.0,1.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
